name,ranking,categories,mechanics,yearpublished,playingtime,minage,usersrate,average,bayesaverage,stddev,numcomments,numweights,averageweight,recom_plyrs_int,avgprice,numcat,nummech,langdep
ZÈRTZ,781,Abstract Strategy,"Grid Movement, Map Reduction, Set Collection",1999,60,9,4134,7.27088,6.70235,1.37057,1323,334,2.7455,2,39.5,1,3,1
Napoleon's Triumph,782,"Napoleonic, Wargame","Area Movement, Secret Unit Deployment, Simulation",2007,180,12,1773,7.99397,6.7019,1.73499,790,266,3.6504,2,271.67,2,3,1
Scoville,783,Farming,"Auction/Bidding, Grid Movement, Once-Per-Game Abilities, Set Collection, Turn Order: Auction",2014,90,13,5160,7.14112,6.70181,1.23433,1029,173,2.7861,4,99.95,1,5,1
Friedrich,784,"Age of Reason, Wargame","Card Play Conflict Resolution, Events, Hand Management, Point to Point Movement, Secret Unit Deployment, Simulation",2004,210,12,2693,7.57473,6.70066,1.53373,1067,368,3.1467,4,67.64,2,6,2
Pandemic: Rising Tide,785,Environmental,"Action Points, Area Movement, Cooperative Game, Hand Management, Set Collection, Solo / Solitaire Game, Trading, Variable Player Powers",2017,45,8,2554,7.58632,6.69947,1.232,520,61,2.5246,3,62.21,1,8,2
Star Wars: The Card Game,786,"Card Game, Collectible Components, Movies / TV / Radio theme, Science Fiction","Card Play Conflict Resolution, Force Commitment, Hand Management, Variable Player Powers",2012,60,10,5601,7.18249,6.69912,1.56193,1234,277,2.9675,2,250.0,4,4,4
Tammany Hall,787,"Negotiation, Political, Territory Building","Area Majority / Influence, Auction/Bidding, Auction: Sealed Bid, Catch the Leader, Variable Player Powers",2007,90,12,3886,7.28548,6.69843,1.39772,1075,225,2.7644,5,40.81,3,5,2
Celestia,788,"Adventure, Aviation / Flight, Card Game, Fantasy","Betting and Bluffing, Dice Rolling, Hidden Victory Points, Push Your Luck",2015,30,8,9993,6.95638,6.69651,1.22324,1636,246,1.3211,5,32.81,4,4,1
The Mind,789,"Card Game, Number","Communication Limits, Cooperative Game",2018,20,8,25669,6.82048,6.69595,1.5957,3625,540,1.0704,4,10.55,2,2,1
Unmatched: Little Red Riding Hood vs. Beowulf,790,"Card Game, Fantasy, Fighting, Miniatures, Mythology, Novel-based","Action Points, Area Movement, Card Play Conflict Resolution, Hand Management, Line of Sight, Point to Point Movement, Variable Player Powers",2020,20,9,1490,8.3223,6.69425,1.10002,191,16,1.9375,2,18.32,6,7,3
Spyfall,791,"Bluffing, Deduction, Humor, Party Game, Spies/Secret Agents","Acting, Communication Limits, Memory, Role Playing, Roles with Asymmetric Information, Targeted Clues, Traitor Game, Voting",2014,15,13,19984,6.8226,6.69404,1.41932,3242,480,1.2354,6,18.76,5,8,2
Spyrium,792,"City Building, Economic, Industry / Manufacturing, Science Fiction","Auction: Dutch Priority, Events, Income, Worker Placement",2013,75,12,6098,7.05417,6.69382,1.15119,1325,336,2.8958,4,42.37,4,4,1
Marvel Dice Masters: Avengers vs. X-Men,793,"Collectible Components, Comic Book / Strip, Dice, Fighting","Deck Bag and Pool Building, Dice Rolling, Variable Player Powers",2014,60,14,5637,7.12618,6.69352,1.51392,1116,248,2.2984,2,25.36,4,3,3
Incan Gold,794,"Adventure, Bluffing, Exploration","Move Through Deck, Push Your Luck, Score-and-Reset Game, Simultaneous Action Selection",2005,30,8,19177,6.82443,6.69313,1.20858,5651,848,1.112,6,29.56,3,4,1
Dale of Merchants,795,"Animals, Card Game, Fantasy","Deck Bag and Pool Building, Dice Rolling, Hand Management, Open Drafting, Race, Set Collection, Take That",2015,30,10,4828,7.18654,6.69269,1.24004,947,144,2.0833,2,38.0,3,7,3
Unfair,796,"Card Game, City Building, Economic, Print & Play","Hand Management, Income, Loans, Open Drafting, Set Collection, Take That, Turn Order: Progressive",2017,125,14,4290,7.32805,6.69095,1.57911,1013,102,2.7059,4,48.53,4,7,3
Carcassonne: The City,797,"City Building, Medieval","Area Majority / Influence, Tile Placement",2004,45,8,4352,7.20751,6.69049,1.2605,1317,452,2.2633,3,136.31,2,2,1
Union Pacific,798,"Economic, Trains","Network and Route Building, Open Drafting, Stock Holding",1999,90,12,4259,7.20669,6.68946,1.32033,1277,466,2.5472,4,107.55,2,3,1
Tinners' Trail,799,"Economic, Industry / Manufacturing","Action Points, Auction/Bidding, Dice Rolling, Time Track",2008,90,13,3965,7.24033,6.68915,1.1964,1076,380,2.8289,4,74.12,2,4,1
Tumblin-Dice,800,"Action / Dexterity, Dice, Party Game","Dice Rolling, Flicking",2004,45,13,4265,7.20682,6.68883,1.38022,1110,229,1.0437,4,,3,2,1
Tajemnicze Domostwo,801,"Deduction, Murder/Mystery","Communication Limits, Cooperative Game, Hand Management",2013,60,8,5150,7.13734,6.68804,1.45277,926,206,1.8495,5,37.24,2,3,1
Cerebria: The Inside World,802,Fantasy,"Action Points, Area Majority / Influence, Cooperative Game, Deck Construction, Hand Management, Point to Point Movement, Team-Based Game, Variable Player Powers",2018,120,14,2239,7.78349,6.68784,1.61174,587,222,4.3468,2,45.81,1,8,1
Blood on the Clocktower,803,"Horror, Murder/Mystery, Party Game","Betting and Bluffing, Deduction, Hidden Roles, Negotiation, Player Elimination, Prisoners Dilemma, Rock-Paper-Scissors, Roles with Asymmetric Information, Team-Based Game, Variable Player Powers, Voting",2022,120,15,1884,8.2097,6.68755,2.16051,581,90,2.9889,11,175.0,3,11,3
Brew Crafters,804,"Economic, Industry / Manufacturing","End Game Bonuses, Variable Set-up, Worker Placement",2013,90,12,3013,7.42699,6.68753,1.28826,765,148,3.5743,3,35.0,2,3,3
Hyperborea,805,"Civilization, Exploration, Fantasy, Fighting","Action Drafting, Area Majority / Influence, Deck Bag and Pool Building, Grid Movement, Hexagon Grid, Modular Board, Movement Points, Variable Player Powers",2014,150,14,4711,7.1894,6.68695,1.38011,989,255,3.1725,4,48.35,4,8,1
Wizard,806,"Card Game, Fantasy","Betting and Bluffing, Hand Management, Predictive Bid, Trick-taking",1984,45,10,9970,6.94781,6.68608,1.40436,2074,550,1.72,4,9.68,2,4,1
Dinosaur Island: Rawr 'n Write,807,"Animals, Science Fiction","Dice Rolling, Grid Coverage, Paper-and-Pencil",2021,45,10,1996,7.84611,6.6835,1.17018,468,56,2.8571,2,25.23,2,3,2
Catacombs (Third Edition),808,"Action / Dexterity, Adventure, Fantasy, Fighting","Flicking, Player Elimination, Role Playing, Team-Based Game, Variable Player Powers",2015,90,14,2685,7.52444,6.68271,1.32879,653,48,2.2708,5,83.29,4,5,1
Santiago,809,"Farming, Negotiation","Area Majority / Influence, Auction/Bidding, Bribery, Commodity Speculation, Tile Placement",2003,75,10,5058,7.11567,6.68218,1.23327,1611,493,2.4888,5,80.0,2,5,1
Morels,810,"Card Game, Educational","Hand Management, Open Drafting, Set Collection",2012,30,10,8248,6.98628,6.68193,1.23011,1928,353,1.7337,2,22.65,2,3,1
Ca$h 'n Guns: Second Edition,811,"Bluffing, Fighting, Humor, Mafia, Negotiation, Party Game","Open Drafting, Player Elimination, Simultaneous Action Selection, Take That, Variable Player Powers",2014,30,10,14208,6.86008,6.6811,1.26692,2338,344,1.2529,7,45.82,6,5,2
Hannibal & Hamilcar,812,"Ancient, Political, Wargame","Area Majority / Influence, Campaign / Battle Card Driven, Card Play Conflict Resolution, Dice Rolling, Events, Point to Point Movement, Simulation",2018,200,12,1467,8.31742,6.67939,1.40333,452,85,3.9294,2,95.35,3,7,4
The Palaces of Carrara,813,"City Building, Economic, Renaissance","Set Collection, Tile Placement",2012,60,10,4495,7.15531,6.67885,1.18021,1038,240,2.6125,4,56.67,3,2,2
Rhino Hero,814,"Action / Dexterity, Animals, Childrens Game, Party Game","Hand Management, Lose a Turn, Score-and-Reset Game, Stacking and Balancing",2011,15,5,9920,6.92891,6.67874,1.19485,1891,204,1.0245,3,14.81,4,4,1
Warhammer Underworlds: Shadespire,815,"Card Game, Collectible Components, Dice, Fantasy, Fighting, Miniatures","Area Majority / Influence, Deck Construction, Dice Rolling, Grid Movement, Hand Management, Line of Sight, Modular Board, Variable Player Powers",2017,30,12,2755,7.69159,6.67858,1.50689,507,58,2.5,2,124.74,6,8,3
Thunderstone,816,"Card Game, Fantasy, Fighting","Deck Bag and Pool Building, Delayed Purchase, Hand Management, Open Drafting",2009,60,12,10357,6.92246,6.67756,1.44844,2312,625,2.504,3,111.49,3,4,3
Forbidden Island,817,"Adventure, Fantasy","Action Points, Cooperative Game, Grid Movement, Hand Management, Map Reduction, Modular Board, Set Collection, Solo / Solitaire Game, Variable Player Powers",2010,30,10,46788,6.77639,6.6775,1.20724,8869,2119,1.7381,4,17.17,2,9,2
SpaceCorp: 2025-2300AD,818,"Economic, Exploration, Science Fiction, Space Exploration","Contracts, Hand Management, Point to Point Movement, Solo / Solitaire Game",2018,240,12,2239,7.69867,6.67666,1.38486,599,135,2.963,3,65.69,4,4,3
San Marco,819,"Medieval, Political","Area Majority / Influence, I Cut You Choose, Open Drafting",2001,75,10,4391,7.17656,6.67639,1.24419,1450,481,2.6778,3,40.8,2,3,1
Rurik: Dawn of Kiev,820,"Civilization, Economic, Medieval, Miniatures, Territory Building","Area Majority / Influence, Area Movement, Auction/Bidding, Contracts, End Game Bonuses, Open Drafting, Selection Order Bid, Solo / Solitaire Game, Take That, Variable Player Powers",2019,120,13,2038,7.83437,6.67633,1.25451,499,104,3.0673,4,108.33,5,10,2
Blue Lagoon,821,Abstract Strategy,"Area Majority / Influence, Chaining, Connections, End Game Bonuses, Hexagon Grid, Network and Route Building, Score-and-Reset Game, Set Collection, Variable Set-up",2018,45,8,4125,7.20054,6.67614,1.12806,926,119,2.0336,4,25.45,1,9,1
Libertalia: Winds of Galecrest,822,"Fantasy, Pirates","Action Queue, Hand Management, Set Collection, Simultaneous Action Selection, Turn Order: Role Order, Variable Phase Order",2022,60,14,2578,7.56079,6.67541,1.38475,469,77,2.0779,5,49.7,2,6,2
Signorie,823,"Dice, Renaissance","Dice Rolling, Set Collection, Worker Placement, Worker Placement with Dice Workers",2015,120,12,2956,7.40524,6.67505,1.22368,569,155,3.5548,4,111.62,2,4,1
Virgin Queen,824,"Negotiation, Pike and Shot, Political, Religious, Renaissance, Wargame","Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation, Variable Phase Order, Variable Player Powers",2012,420,12,1641,8.03772,6.67432,1.6361,534,209,4.4211,6,176.65,6,6,4
Letter Jam,825,"Card Game, Deduction, Party Game, Word Game","Communication Limits, Cooperative Game",2019,45,10,3839,7.23365,6.67418,1.37681,731,62,1.9839,6,24.06,4,2,5
Container,826,"Economic, Industry / Manufacturing, Nautical, Transportation","Auction/Bidding, Auction: Sealed Bid, Commodity Speculation, Pick-up and Deliver, Set Collection",2007,90,12,4582,7.14628,6.6737,1.58673,1456,383,3.2454,5,70.0,4,5,1
The Lost Expedition,827,"Adventure, Card Game, Exploration","Cooperative Game, Hand Management, Solo / Solitaire Game",2017,50,14,6203,7.06475,6.67348,1.19064,1295,183,1.8689,1,94.78,3,3,1
Roll Through the Ages: The Bronze Age,828,"Ancient, City Building, Civilization, Dice","Contracts, Dice Rolling, Die Icon Resolution, Events, Paper-and-Pencil, Push Your Luck, Re-rolling and Locking, Solo / Solitaire Game",2008,45,8,11850,6.86224,6.67285,1.17979,2893,851,1.7814,2,37.47,4,8,3
Paris: La Cité de la Lumière,829,"Abstract Strategy, Puzzle, Territory Building","Action Drafting, Area Majority / Influence, Grid Coverage, Layering, Open Drafting, Square Grid, Tile Placement",2019,30,8,3391,7.36835,6.67195,1.14856,549,89,2.0337,2,23.75,3,7,1
Akrotiri,830,"Ancient, Civilization, Economic, Exploration, Transportation","Action Points, Hand Management, Map Addition, Modular Board, Network and Route Building, Pick-up and Deliver, Tile Placement",2014,45,13,4182,7.20182,6.66908,1.22143,1153,167,2.6587,2,19.5,5,7,1
Last Night on Earth: The Zombie Game,831,"Fighting, Horror, Miniatures, Zombies","Dice Rolling, Hand Management, Modular Board, Roll / Spin and Move, Team-Based Game, Variable Player Powers",2007,90,12,13892,6.91984,6.66851,1.5339,3364,1132,2.2933,5,39.18,4,6,4
Summoner Wars: Phoenix Elves vs Tundra Orcs,832,"Card Game, Fantasy, Fighting","Dice Rolling, Grid Movement, Hand Management, Variable Player Powers",2009,30,9,2630,7.51331,6.66808,1.46943,453,81,2.3086,2,21.33,3,4,3
Pictomania,833,"Party Game, Real-time",Line Drawing,2011,25,9,3605,7.27087,6.66783,1.3054,629,113,1.5044,6,14.98,2,1,5
Homesteaders,834,"American West, City Building, Economic","Auction/Bidding, Auction: Fixed Placement, Constrained Bidding, Income, Loans",2009,90,14,3826,7.20275,6.66593,1.23926,1193,302,3.043,4,81.25,3,5,2
Battle for Rokugan,835,"Fantasy, Medieval, Wargame","Area Majority / Influence, Hand Management, Order Counters, Secret Unit Deployment, Variable Player Powers",2017,90,14,3103,7.43886,6.66544,1.23432,608,102,2.7353,4,99.99,3,5,3
Formula Dé,836,"Racing, Sports","Different Dice Movement, Grid Movement, Player Elimination, Push Your Luck, Race, Roll / Spin and Move, Simulation, Team-Based Game",1997,120,10,7752,6.99336,6.6653,1.41849,2201,780,1.9577,5,42.27,2,8,1
Red Rising,837,"Card Game, Novel-based, Science Fiction","Dice Rolling, End Game Bonuses, Hand Management, Open Drafting, Set Collection, Solo / Solitaire Game, Take That, Variable Player Powers",2021,60,14,5497,7.11434,6.66474,1.47712,1058,167,2.2934,3,27.49,3,8,4
Golem,838,"Fantasy, Novel-based, Renaissance","Action Drafting, Income, Set Collection, Variable Player Powers, Variable Set-up",2021,120,14,2194,7.66706,6.66423,1.33613,392,149,3.9664,3,50.04,3,5,1
Genoa,839,"Negotiation, Renaissance","Auction/Bidding, Bribery, Dice Rolling, Grid Movement, Negotiation, Pick-up and Deliver, Set Collection, Trading",2001,120,12,6043,7.05509,6.66348,1.43068,2092,669,3.0777,5,59.74,2,8,2
Qwixx,840,"Dice, Math, Number","Bingo, Dice Rolling, Paper-and-Pencil",2012,15,8,11685,6.87222,6.66332,1.17881,2066,431,1.116,4,13.15,3,3,1
Legendary: A Marvel Deck Building Game – Villains,841,"Card Game, Comic Book / Strip","Cooperative Game, Deck Bag and Pool Building, Semi-Cooperative Game",2014,45,14,2682,7.5519,6.66303,1.44202,394,76,2.7105,3,184.98,2,3,3
Conflict of Heroes: Awakening the Bear! – Operation Barbarossa 1941 (Second Edition),842,"Wargame, World War II","Action Points, Dice Rolling, Hexagon Grid, Modular Board, Simulation",2012,180,13,1816,7.93244,6.66234,1.41046,468,143,3.2587,2,70.0,2,5,2
Bridge,843,Card Game,"Auction/Bidding, Hand Management, Predictive Bid, Score-and-Reset Game, Team-Based Game, Trick-taking, Turn Order: Claim Action, Turn Order: Progressive",1925,60,12,3004,7.45016,6.66108,2.01834,787,298,3.8725,4,18.74,1,8,1
Maharaja: The Game of Palace Building in India,844,City Building,"Area Majority / Influence, Network and Route Building, Point to Point Movement, Simultaneous Action Selection, Variable Player Powers",2004,90,12,5004,7.10857,6.6609,1.28985,1561,575,3.1739,5,59.99,1,5,1
Disney Villainous: Perfectly Wretched,845,"Card Game, Fantasy, Movies / TV / Radio theme, Mythology","Hand Management, Take That, Variable Player Powers",2020,60,10,2352,7.73418,6.66065,1.22844,334,26,2.3077,3,25.99,4,3,4
Parade,846,"Card Game, Novel-based","Hand Management, Set Collection",2007,45,8,6933,6.98647,6.66007,1.21539,1558,280,1.4714,4,15.25,2,2,1
Kitchen Rush,847,Real-time,"Action Timer, Cooperative Game, Real-Time, Simulation, Worker Placement",2017,45,12,3555,7.27792,6.65966,1.33151,632,73,2.2192,4,45.73,1,5,2
Mahjong,848,Abstract Strategy,"Hand Management, Set Collection",1850,120,8,7035,7.03497,6.65893,1.6677,1585,476,2.5693,4,11.47,1,2,1
Heroscape Master Set: Swarm of the Marro,849,"Adventure, Fantasy, Fighting, Miniatures, Science Fiction","Dice Rolling, Modular Board",2007,60,8,2346,7.63378,6.65641,1.44394,625,116,2.2672,2,135.0,5,2,3
Last Bastion,850,"Fantasy, Fighting, Medieval","Cooperative Game, Dice Rolling, Die Icon Resolution, Grid Movement, Modular Board, Move Through Deck, Player Elimination, Solo / Solitaire Game, Square Grid, Variable Player Powers, Variable Set-up",2019,45,14,2660,7.53318,6.656,1.29137,429,74,2.5541,4,68.0,3,11,1
Lanterns: The Harvest Festival,851,,"Hand Management, Pattern Building, Set Collection, Tile Placement",2015,30,8,10667,6.88912,6.65571,1.18011,1944,245,1.551,4,26.31,0,4,1
Wasteland Express Delivery Service,852,"Miniatures, Science Fiction, Transportation","Action Points, Dice Rolling, Market, Modular Board, Pick-up and Deliver, Variable Player Powers",2017,120,13,3219,7.37396,6.65547,1.37849,747,88,2.9432,3,37.5,3,6,3
Raccoon Tycoon,853,"Animals, Economic","Auction/Bidding, Auction: Turn Order Until Pass, Commodity Speculation, Market, Set Collection",2018,90,8,3287,7.33757,6.65413,1.31159,698,58,2.1207,4,64.65,2,5,2
Palm Island,854,"Card Game, City Building, Print & Play","Cooperative Game, Deck Bag and Pool Building, Hand Management, Memory, Move Through Deck, Simultaneous Action Selection, Solo / Solitaire Game",2018,15,10,4955,7.13278,6.65371,1.27823,1071,127,1.7244,1,17.13,3,7,2
Louis XIV,855,"Age of Reason, Card Game, Political","Area Majority / Influence, Hand Management, Modular Board, Set Collection",2005,100,12,5429,7.05568,6.65352,1.24122,1773,734,3.0054,4,69.99,3,4,2
Thunder Alley,856,"Racing, Sports","Hand Management, Race",2014,90,10,3391,7.30928,6.65247,1.48461,853,200,2.39,4,41.62,2,2,3
Jaws,857,"Animals, Fighting, Movies / TV / Radio theme, Nautical","Action Points, Area Movement, Card Play Conflict Resolution, Hidden Movement, Map Reduction, Modular Board, Player Elimination, Secret Unit Deployment, Team-Based Game, Variable Player Powers",2019,60,12,4835,7.17857,6.65202,1.29111,989,80,2.1875,4,27.86,4,10,2
Galaxy Trucker,858,"Action / Dexterity, Adventure, Aviation / Flight, Dice, Humor, Real-time, Science Fiction, Space Exploration, Transportation","Dice Rolling, Events, Real-Time, Relative Movement, Tile Placement, Track Movement",2021,30,8,2258,7.62601,6.65159,1.21601,357,53,2.3774,3,33.07,9,6,2
Call to Adventure,859,"Card Game, Fantasy, Novel-based","Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Set Collection, Solo / Solitaire Game, Storytelling",2019,60,13,5134,7.1564,6.65125,1.41488,1049,128,2.0156,3,37.98,3,6,3
Core Worlds,860,"Card Game, Civilization, Science Fiction, Space Exploration","Deck Bag and Pool Building, Hand Management, Open Drafting",2011,120,10,4170,7.16184,6.65022,1.35475,1256,257,2.8988,3,38.82,4,3,4
Adrenaline,861,"Fighting, Miniatures, Science Fiction, Video Game Theme","Action Points, Area Majority / Influence, Grid Movement, Hand Management, Kill Steal, Open Drafting",2016,60,12,6235,7.022,6.64936,1.27726,1286,128,2.3828,4,58.26,4,6,1
Web of Power,862,"Medieval, Territory Building","Area Majority / Influence, Hand Management, Network and Route Building, Open Drafting",2000,60,12,3454,7.30321,6.6492,1.32301,1115,350,2.4429,3,32.5,2,4,1
Summoner Wars: Guild Dwarves vs Cave Goblins,863,"Card Game, Fantasy, Fighting","Dice Rolling, Grid Movement, Hand Management, Variable Player Powers",2009,30,9,2380,7.56925,6.64908,1.43882,424,69,2.2319,2,17.48,3,4,3
Tragedy Looper,864,"Bluffing, Card Game, Deduction, Murder/Mystery","Communication Limits, Deduction, Grid Movement, Hand Management, Memory, Team-Based Game",2011,120,13,4314,7.17843,6.64886,1.56197,1037,196,3.5357,4,41.5,4,6,3
Dungeons & Dragons: Wrath of Ashardalon Board Game,865,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Solo / Solitaire Game, Variable Player Powers",2011,60,12,6307,7.1148,6.64876,1.42596,1377,307,2.6124,4,51.12,5,7,4
Werewords,866,"Deduction, Party Game, Real-time, Word Game","Hidden Roles, Roles with Asymmetric Information, Traitor Game, Variable Player Powers, Voting",2017,10,8,4384,7.14412,6.64765,1.44397,804,63,1.1746,6,10.27,4,5,4
The Others,867,"Fantasy, Fighting, Horror, Miniatures","Area Majority / Influence, Area Movement, Dice Rolling, Interrupts, Modular Board, Team-Based Game, Variable Player Powers",2016,90,14,3752,7.33478,6.64599,1.59199,886,111,3.027,5,91.0,4,7,4
Smash Up: Science Fiction Double Feature,868,"Card Game, Fantasy, Horror, Humor, Mythology, Prehistoric, Science Fiction, Spies/Secret Agents","Area Majority / Influence, Hand Management, Take That, Variable Player Powers",2014,45,12,3912,7.26037,6.64592,1.31658,498,80,2.3,8,57.86,8,4,4
Detective Club,869,"Bluffing, Card Game, Deduction, Humor, Party Game","Roles with Asymmetric Information, Storytelling, Team-Based Game, Voting",2018,45,8,2974,7.39431,6.64577,1.26868,571,47,1.2766,6,20.0,5,4,1
Britannia,870,"Ancient, Civilization, Medieval, Wargame","Area Movement, Dice Rolling, Simulation, Stat Check Resolution, Voting",1986,300,12,4176,7.20042,6.64547,1.50328,1536,536,3.1623,4,82.5,4,5,3
Luxor,871,"Adventure, Ancient","Dice Rolling, Hand Management, Modular Board, Race, Roll / Spin and Move, Set Collection, Track Movement",2018,45,8,4026,7.20317,6.64528,1.2361,727,112,1.9018,3,50.26,2,7,1
Age of Industry,872,"Economic, Industry / Manufacturing, Transportation","Hand Management, Loans, Market, Network and Route Building, Open Drafting",2010,120,13,2939,7.3575,6.64496,1.3577,944,257,3.3658,4,50.73,3,5,1
Nightmare Productions,873,Movies / TV / Radio theme,"Auction/Bidding, Closed Economy Auction, Victory Points as a Resource",2000,60,10,5304,7.04691,6.6438,1.23232,1989,531,2.1055,5,32.0,1,3,1
Zooloretto,874,Animals,"Set Collection, Tile Placement",2007,45,8,14653,6.81554,6.64327,1.1703,3589,1123,1.8602,4,61.74,1,2,1
Dungeons & Dragons: Castle Ravenloft Board Game,875,"Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures","Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Solo / Solitaire Game, Variable Player Powers",2010,60,12,8950,6.98049,6.64194,1.44002,2157,599,2.5075,4,63.38,6,7,4
Tiny Epic Quest,876,"Adventure, Fantasy, Video Game Theme","Area Movement, Dice Rolling, Modular Board, Push Your Luck",2017,60,14,6942,7.0006,6.64188,1.33227,1550,129,2.6667,4,23.7,3,4,2
Railroad Ink Challenge: Lush Green Edition,877,"Dice, Trains","Dice Rolling, Line Drawing, Network and Route Building, Paper-and-Pencil, Solo / Solitaire Game",2021,30,8,1885,7.74961,6.64169,1.14208,354,35,2.0857,2,21.73,2,5,1
Ascension: Storm of Souls,878,"Card Game, Fantasy","Deck Bag and Pool Building, Hand Management, Open Drafting",2011,30,13,3516,7.28601,6.64135,1.32218,674,154,2.3312,2,13.83,2,3,3
Warp's Edge,879,Science Fiction,"Deck Bag and Pool Building, Solo / Solitaire Game",2020,45,10,1878,7.79375,6.64131,1.17448,445,84,2.4048,1,31.95,1,2,3
Attika,880,"Ancient, City Building, Territory Building","Modular Board, Network and Route Building, Tile Placement",2003,60,10,6458,6.99033,6.64078,1.25221,2202,817,2.3684,2,23.5,3,3,1
Lovecraft Letter,881,"Card Game, Deduction, Fantasy, Horror","Hand Management, Player Elimination, Score-and-Reset Game",2017,15,10,3881,7.22147,6.64008,1.39512,646,75,1.4133,4,30.4,4,3,3
Concept,882,"Deduction, Party Game","Communication Limits, Team-Based Game",2013,40,10,17976,6.78928,6.63896,1.38069,2771,477,1.3878,6,26.99,2,2,4
Legacy: The Testament of Duke de Crecy,883,"Age of Reason, Card Game, Economic","End Game Bonuses, Hand Management, Open Drafting, Set Collection, Solo / Solitaire Game, Turn Order: Progressive, Worker Placement, Worker Placement Different Worker Types",2013,60,8,4237,7.14208,6.63881,1.25139,988,230,2.713,2,33.33,3,8,3
Coffee Roaster,884,Industry / Manufacturing,"Deck Bag and Pool Building, Memory, Once-Per-Game Abilities, Push Your Luck, Solo / Solitaire Game, Variable Set-up",2015,30,12,2698,7.41585,6.6384,1.22692,676,92,2.1196,1,37.53,1,6,1
The Adventures of Robin Hood,885,"Fantasy, Medieval","Cooperative Game, Scenario / Mission / Campaign Game, Storytelling",2021,60,10,2215,7.64832,6.638,1.27307,414,85,1.8235,4,45.02,2,3,5
The Castles of Burgundy: The Card Game,886,Card Game,"Hand Management, Open Drafting, Set Collection, Turn Order: Claim Action, Turn Order: Progressive",2016,60,12,6444,6.9762,6.63787,1.28467,1456,144,2.5764,2,14.89,1,5,1
Babylonia,887,"Abstract Strategy, Ancient","Area Majority / Influence, Chaining, Hand Management, Network and Route Building, Tile Placement",2019,60,14,1959,7.67361,6.63734,1.25198,517,61,2.4098,4,37.48,2,5,1
Hawaii,888,,"Action Points, Area Movement, Modular Board, Worker Placement",2011,90,13,4403,7.12196,6.63674,1.29812,978,301,2.9037,3,40.0,0,4,1
Snow Tails,889,"Animals, Racing, Sports","Hand Management, Modular Board, Player Elimination, Race",2008,60,10,6280,6.96876,6.63601,1.18158,1636,389,2.0437,5,58.33,3,4,1
Istanbul: The Dice Game,890,Dice,"Action Points, Dice Rolling, Set Collection",2017,40,8,4109,7.16708,6.63596,1.15937,692,88,1.7614,3,27.5,1,3,1
The LOOP,891,"Card Game, Science Fiction","Cooperative Game, Cube Tower, Deck Bag and Pool Building, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers, Variable Set-up",2020,60,12,2000,7.79726,6.63529,1.21983,371,67,2.7761,2,33.5,2,7,4
Unmatched: Jurassic Park – InGen vs Raptors,892,"Animals, Card Game, Fantasy, Fighting, Miniatures, Movies / TV / Radio theme","Action Points, Area Movement, Card Play Conflict Resolution, Hand Management, Line of Sight, Point to Point Movement, Take That, Variable Player Powers",2020,40,14,1461,8.16737,6.63471,1.19284,214,19,1.8947,2,33.86,6,8,3
DinoGenics,893,"Science Fiction, Territory Building","Dice Rolling, Events, Hand Management, Set Collection, Solo / Solitaire Game, Tile Placement, Turn Order: Stat-Based, Worker Placement",2019,120,14,2161,7.6318,6.63419,1.44077,523,73,2.9041,4,202.5,2,8,3
Fabled Fruit,894,"Animals, Card Game","Set Collection, Worker Placement",2016,30,8,5705,7.002,6.63418,1.22136,1105,126,1.6032,4,32.47,2,2,3
Meeple Circus,895,"Action / Dexterity, Animals","Open Drafting, Pattern Building, Push Your Luck, Stacking and Balancing",2017,45,8,5191,7.06605,6.63417,1.30857,807,87,1.4483,4,,2,4,2
5-Minute Dungeon,896,"Card Game, Fantasy, Fighting, Real-time","Cooperative Game, Elapsed Real Time Ending, Hand Management, Move Through Deck, Real-Time, Variable Player Powers",2017,30,8,8423,6.9717,6.63375,1.3626,1662,210,1.1143,4,28.42,4,6,2
Zombicide: Invader,897,"Miniatures, Science Fiction, Zombies","Action Points, Cooperative Game, Dice Rolling, Modular Board, Scenario / Mission / Campaign Game, Variable Player Powers",2019,60,14,2155,7.831,6.63259,1.4966,494,67,2.403,3,125.48,3,6,2
Merchants Cove,898,"Economic, Fantasy, Nautical","Commodity Speculation, Dice Rolling, Rondel, Tile Placement, Time Track, Variable Player Powers, Worker Placement",2021,90,14,2312,7.61803,6.63255,1.419,598,82,2.7317,3,108.72,3,7,1
7 Wonders: Architects,899,Ancient,"Open Drafting, Set Collection, Variable Player Powers",2021,25,8,5461,7.06097,6.63242,1.4859,901,191,1.3508,4,46.5,1,3,1
Circadians: First Light,900,"Dice, Science Fiction, Space Exploration","Contracts, Dice Rolling, Events, Secret Unit Deployment, Set Collection, Variable Player Powers, Worker Placement, Worker Placement with Dice Workers",2019,90,12,2177,7.60744,6.63162,1.19538,526,129,3.4341,2,41.0,3,8,2
