game_id,name,ranking,expansion,accessory,categories,mechanics,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,usersrate,average,bayesaverage,stddev,numcomments,numweights,averageweight,votes_suggested_players,recom_plyrs_int,votes_best_players
338834,MicroMacro: Crime City – Full House,720,False,False,"['Deduction', 'Murder/Mystery']","['Cooperative Game', 'Deduction', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Storytelling', 'Team-Based Game']",2021,1,4,45,15,45,10,2150,7.79366,6.74041,1.16979,345,40,1.25,39,2,34
230244,Black Angel,721,False,False,"['Science Fiction', 'Space Exploration']","['Bias', 'Dice Rolling', 'Hand Management', 'Slide/Push', 'Solo / Solitaire Game', 'Tile Placement', 'Variable Set-up', 'Worker Placement with Dice Workers']",2019,1,4,120,60,120,12,4110,7.32287,6.73957,1.4248,870,259,3.8494,111,3,47
137988,Zombicide Season 2: Prison Outbreak,722,False,False,"['Horror', 'Miniatures', 'Zombies']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']",2013,1,6,60,60,60,13,4551,7.36736,6.73906,1.50962,693,139,2.6835,42,3,21
204516,878 Vikings: Invasions of England,723,False,False,"['Educational', 'Medieval', 'Miniatures', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Die Icon Resolution', 'Events', 'Simulation', 'Sudden Death Ending', 'Team-Based Game', 'Turn Order: Random', 'Variable Player Powers', 'Variable Set-up']",2017,2,4,120,60,120,12,3076,7.53031,6.73895,1.29881,807,109,2.5963,83,2,49
336382,Marvel United: X-Men,724,False,False,"['Card Game', 'Comic Book / Strip', 'Fighting']","['Cooperative Game', 'Hand Management', 'Modular Board', 'Solo / Solitaire Game', 'Team-Based Game', 'Variable Player Powers']",2021,1,5,40,40,40,14,1649,8.2598,6.73758,1.19869,405,53,2.0377,26,3,18
301255,Whistle Mountain,725,False,False,['Industry / Manufacturing'],"['Tile Placement', 'Variable Player Powers', 'Worker Placement']",2020,2,4,90,60,90,14,2380,7.70221,6.73744,1.25004,438,68,2.9706,56,3,29
26997,1989: Dawn of Freedom,726,False,False,"['Modern Warfare', 'Political', 'Wargame']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Events', 'Hand Management', 'Simulation']",2012,2,2,150,150,150,12,2195,7.79568,6.73637,1.38333,731,180,3.2944,49,2,47
169654,Deep Sea Adventure,727,False,False,"['Dice', 'Exploration', 'Nautical', 'Party Game']","['Pick-up and Deliver', 'Push Your Luck', 'Roll / Spin and Move']",2014,2,6,30,30,30,8,13591,6.93966,6.73634,1.29447,2439,324,1.1698,187,4,118
284189,Foundations of Rome,728,False,False,"['Ancient', 'City Building', 'Economic']","['Cooperative Game', 'Income', 'Market', 'Ownership', 'Square Grid', 'Tile Placement']",2022,2,4,90,60,90,13,1841,8.07839,6.73581,1.35535,509,71,1.9155,48,4,24
218333,Rhino Hero: Super Battle,729,False,False,"['Action / Dexterity', 'Animals', ""Children's Game""]","['Dice Rolling', 'Single Loser Game', 'Stacking and Balancing']",2017,2,4,20,10,20,5,4538,7.26216,6.73531,1.21479,818,68,1.1176,41,3,24
218074,Detective: City of Angels,730,False,False,['Murder/Mystery'],"['Action Points', 'Area Movement', 'Cooperative Game', 'Team-Based Game', 'Traitor Game']",2019,1,5,150,30,150,14,1968,7.92551,6.73473,1.42084,587,50,2.3,65,3,29
203417,Exit: The Game – The Secret Lab,731,False,False,"['Deduction', 'Puzzle', 'Real-time']",['Cooperative Game'],2016,1,6,150,45,150,12,6496,7.08363,6.73367,1.38163,1039,73,2.5342,75,2,55
160499,King of New York,732,False,False,"['Dice', 'Fighting', 'Movies / TV / Radio theme', 'Science Fiction']","['Dice Rolling', 'Die Icon Resolution', 'King of the Hill', 'Open Drafting', 'Player Elimination', 'Push Your Luck', 'Re-rolling and Locking', 'Take That']",2014,2,6,40,40,40,10,15595,6.91774,6.73153,1.28667,2423,464,1.8578,155,4,103
158435,Dogs of War,733,False,False,"['Abstract Strategy', 'Fantasy', 'Negotiation', 'Renaissance', 'Wargame']","['Area Majority / Influence', 'Hand Management', 'Tug of War', 'Variable Player Powers', 'Worker Placement']",2014,3,5,75,75,75,14,2943,7.52109,6.72962,1.27841,672,105,2.6762,77,5,66
40628,Finca,734,False,False,"['Economic', 'Farming']","['Contracts', 'Mancala', 'Once-Per-Game Abilities', 'Rondel', 'Set Collection']",2009,2,4,45,45,45,10,7160,7.06319,6.72946,1.17398,1742,479,2.0793,200,2,115
2453,Blokus,735,False,False,"['Abstract Strategy', 'Territory Building']","['Enclosure', 'Grid Coverage', 'Hand Management', 'Tile Placement']",2000,2,4,20,20,20,7,25180,6.86314,6.72882,1.24988,5434,1616,1.7593,438,4,385
79127,Star Trek: Fleet Captains,736,False,False,"['Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Space Exploration']","['Action Points', 'Dice Rolling', 'Hexagon Grid', 'Modular Board', 'Tile Placement']",2011,2,4,120,90,120,14,3251,7.4919,6.72865,1.52059,952,250,3.056,71,2,57
198830,"Heroes of Land, Air & Sea",737,False,False,"['Exploration', 'Fantasy', 'Fighting', 'Miniatures', 'Wargame']","['Action Points', 'Area Majority / Influence', 'Card Play Conflict Resolution', 'Follow', 'Take That', 'Variable Player Powers', 'Worker Placement']",2018,1,4,180,120,180,14,2803,7.63262,6.72747,1.55732,660,96,3.3125,53,4,28
110277,Among the Stars,738,False,False,"['Card Game', 'City Building', 'Science Fiction']","['Closed Drafting', 'Open Drafting', 'Simultaneous Action Selection', 'Tile Placement', 'Variable Player Powers']",2012,2,4,30,30,30,12,7000,7.05283,6.72705,1.20921,1867,305,2.2361,105,4,62
131287,Panamax,739,False,False,"['Economic', 'Nautical', 'Transportation']","['Area Majority / Influence', 'Dice Rolling', 'Moving Multiple Units', 'Pick-up and Deliver', 'Point to Point Movement', 'Slide/Push', 'Stock Holding', 'Worker Placement']",2014,2,4,120,90,120,12,3842,7.31014,6.72699,1.32319,863,239,3.749,82,4,70
202670,Ticket to Ride: Rails & Sails,740,False,False,['Trains'],"['Connections', 'Hand Management', 'Network and Route Building', 'Open Drafting', 'Set Collection']",2016,2,5,120,60,120,10,3779,7.41595,6.72466,1.44312,648,77,2.5325,35,4,21
11825,Empire of the Sun,741,False,False,"['Nautical', 'Wargame', 'World War II']","['Action Points', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Simulation']",2005,1,2,360,360,360,12,1711,8.26427,6.724,1.54817,813,291,4.3265,60,2,54
171273,FUSE,742,False,False,"['Action / Dexterity', 'Dice', 'Real-time', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Elapsed Real Time Ending', 'Open Drafting', 'Pattern Building', 'Real-Time', 'Solo / Solitaire Game']",2015,1,5,10,10,10,10,8095,7.02604,6.72339,1.22397,1553,152,1.6645,112,4,39
1035,Squad Leader,743,False,False,"['Wargame', 'World War II']","['Critical Hits and Failures', 'Dice Rolling', 'Events', 'Grid Movement', 'Hexagon Grid', 'Line of Sight', 'Modular Board', 'Movement Points', 'Ratio / Combat Results Table', 'Scenario / Mission / Campaign Game', 'Simulation', 'Variable Set-up']",1977,2,2,60,60,60,14,3323,7.53444,6.72304,1.58358,1291,416,4.0312,51,2,48
251678,Railroad Ink: Blazing Red Edition,744,False,False,"['Dice', 'Trains']","['Bingo', 'Connections', 'Dice Rolling', 'Line Drawing', 'Network and Route Building', 'Paper-and-Pencil']",2018,1,6,30,20,30,8,5839,7.13321,6.72101,1.16399,800,90,1.4444,56,3,24
91872,Dungeons & Dragons: The Legend of Drizzt Board Game,745,False,False,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures', 'Novel-based']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing', 'Solo / Solitaire Game', 'Variable Player Powers']",2011,1,5,60,60,60,12,6065,7.22675,6.7202,1.36764,1244,294,2.585,87,3,47
180593,The Bloody Inn,746,False,False,"['Card Game', 'Economic', 'Horror', 'Post-Napoleonic']","['End Game Bonuses', 'Hand Management', 'Income', 'Open Drafting', 'Ownership', 'Simulation', 'Solo / Solitaire Game']",2015,1,4,60,30,60,14,7981,7.03795,6.71978,1.2423,1476,270,2.3704,130,4,62
300877,New York Zoo,747,False,False,"['Abstract Strategy', 'Animals', 'Puzzle']","['Automatic Resource Growth', 'Grid Coverage', 'Modular Board', 'Race', 'Rondel', 'Tile Placement']",2020,1,5,60,30,60,10,5228,7.18,6.71973,1.14989,804,137,1.9854,80,3,36
256570,Crown of Emara,748,False,False,"['Economic', 'Medieval']","['Action Queue', 'Contracts', 'Events', 'Hand Management', 'Highest-Lowest Scoring', 'Modular Board', 'Rondel', 'Solo / Solitaire Game', 'Worker Placement']",2018,1,4,75,45,75,12,3200,7.42523,6.71913,1.08976,623,144,3.0972,70,3,31
45,Perudo,749,False,False,"[""Children's Game"", 'Movies / TV / Radio theme', 'Party Game']","['Betting and Bluffing', 'Dice Rolling', 'Player Elimination']",1800,2,6,30,15,30,8,13852,6.90784,6.71856,1.40468,3831,938,1.2612,199,6,123
156566,Lords of Xidit,750,False,False,['Fantasy'],"['Action Queue', 'Area Majority / Influence', 'Pick-up and Deliver', 'Point to Point Movement', 'Programmed Movement', 'Simultaneous Action Selection']",2014,3,5,90,90,90,14,5862,7.11094,6.71852,1.27332,1044,189,2.6138,96,4,62
51,Ricochet Robots,751,False,False,"['Abstract Strategy', 'Maze', 'Puzzle', 'Real-time']","['Grid Movement', 'Modular Board']",1999,1,99,30,30,30,10,8601,7.02019,6.71761,1.64839,1974,513,2.3996,107,4,74
220517,The Shipwreck Arcana,752,False,False,"['Card Game', 'Deduction', 'Fantasy', 'Math', 'Number', 'Print & Play']","['Communication Limits', 'Cooperative Game', 'Deduction', 'Hand Management', 'Pattern Building']",2017,2,5,30,10,30,12,2952,7.49053,6.71757,1.31984,667,62,2.1452,43,4,22
204472,Sub Terra,753,False,False,"['Adventure', 'Exploration', 'Horror', 'Maze']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Map Addition', 'Modular Board', 'Point to Point Movement', 'Push Your Luck', 'Tile Placement', 'Variable Player Powers']",2017,1,6,60,60,60,10,4128,7.37561,6.7171,1.41333,826,98,2.1429,94,4,36
117915,Yedo,754,False,False,['Medieval'],"['Action Queue', 'Auction/Bidding', 'Hand Management', 'Map Deformation', 'Set Collection', 'Worker Placement']",2012,2,5,180,120,180,14,3692,7.37108,6.71664,1.49563,975,239,3.3431,126,4,55
30957,Tribune: Primus Inter Pares,755,False,False,"['Ancient', 'Political']","['Auction/Bidding', 'Hand Management', 'Open Drafting', 'Set Collection', 'Sudden Death Ending', 'Worker Placement']",2007,2,5,120,60,120,12,4552,7.22044,6.71591,1.18398,1201,418,2.8732,93,4,47
38996,Washington's War,756,False,False,"['Age of Reason', 'American Revolutionary War', 'Wargame']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Movement Points', 'Point to Point Movement', 'Simulation', 'Variable Player Powers']",2010,2,2,90,90,90,0,2504,7.62122,6.71553,1.37519,885,258,2.8605,41,2,38
279613,Unlock!: Timeless Adventures,757,False,False,"['Card Game', 'Exploration', 'Novel-based', 'Puzzle', 'Real-time']","['Cooperative Game', 'Storytelling']",2019,1,6,90,60,90,10,1999,7.82231,6.71503,1.17477,369,17,2.0588,18,2,16
41002,Vasco da Gama,758,False,False,"['Nautical', 'Renaissance']","['Push Your Luck', 'Tile Placement', 'Turn Order: Claim Action', 'Worker Placement']",2009,2,4,120,60,120,12,4444,7.22811,6.71483,1.31843,1037,376,3.2367,109,4,68
191051,Outlive,759,False,False,['Science Fiction'],"['Area Movement', 'Events', 'Set Collection', 'Take That', 'Variable Set-up', 'Worker Placement', 'Worker Placement, Different Worker Types']",2017,2,4,110,40,110,14,4191,7.32446,6.71482,1.32154,784,140,3.0,81,4,46
12002,Jambo,760,False,False,"['Card Game', 'Economic']","['Action Points', 'Contracts', 'Hand Management', 'Set Collection', 'Take That']",2004,2,2,45,45,45,12,8168,6.99816,6.71446,1.23529,2589,810,2.0704,88,2,85
181687,The Pursuit of Happiness,761,False,False,['Economic'],"['End Game Bonuses', 'Income', 'Open Drafting', 'Simulation', 'Solo / Solitaire Game', 'Worker Placement']",2015,1,4,90,60,90,12,4841,7.18441,6.71395,1.27156,1006,124,2.4919,79,3,43
252153,Tang Garden,762,False,False,['Environmental'],"['Open Drafting', 'Set Collection', 'Solo / Solitaire Game', 'Tile Placement', 'Variable Player Powers']",2019,1,4,60,40,60,14,3437,7.44106,6.7138,1.36727,841,105,2.6095,69,3,26
256999,Project: ELITE,763,False,False,"['Fighting', 'Miniatures', 'Real-time', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Elapsed Real Time Ending', 'Grid Movement', 'Line of Sight', 'Real-Time', 'Variable Player Powers']",2020,1,6,60,60,60,14,1747,8.04286,6.71379,1.39763,426,37,2.3784,44,4,19
197443,Fugitive,764,False,False,"['Bluffing', 'Card Game', 'Deduction', 'Number', 'Spies/Secret Agents']","['Hand Management', 'Hidden Movement', 'Memory', 'Secret Unit Deployment']",2017,2,2,20,5,20,10,4810,7.18748,6.71334,1.11661,1044,81,1.6543,49,2,48
158889,Summoner Wars: Alliances Master Set,765,False,False,"['Card Game', 'Fantasy', 'Fighting']","['Dice Rolling', 'Grid Movement', 'Hand Management', 'Variable Player Powers']",2014,2,4,45,45,45,9,1746,8.06862,6.71273,1.44473,356,47,2.7234,18,2,16
179275,One Deck Dungeon,766,False,False,"['Card Game', 'Dice', 'Fantasy', 'Print & Play']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Melding and Splaying', 'Move Through Deck', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Variable Player Powers']",2016,1,2,45,30,45,14,9976,7.00016,6.71162,1.30819,2251,258,2.0465,199,1,151
244608,Menara,767,False,False,"['Action / Dexterity', 'Fantasy']","['Cooperative Game', 'Physical Removal', 'Stacking and Balancing']",2018,1,4,60,10,60,8,3015,7.46043,6.71154,1.15525,521,52,1.6154,46,3,27
41,Can't Stop,768,False,False,"['Dice', 'Racing']","['Dice Rolling', 'Push Your Luck', 'Race']",1980,2,4,30,30,30,9,15725,6.86903,6.71101,1.31241,4027,965,1.1534,247,3,160
292375,The Great Wall,769,False,False,"['Economic', 'Fantasy', 'Territory Building']","['Area Majority / Influence', 'Command Cards', 'Cooperative Game', 'Income', 'Investment', 'Secret Unit Deployment', 'Solo / Solitaire Game', 'Turn Order: Claim Action', 'Worker Placement', 'Worker Placement, Different Worker Types']",2021,1,4,180,120,180,13,2217,7.87111,6.71049,1.5811,631,116,3.7759,72,3,43
161417,Red7,770,False,False,"['Card Game', 'Number']","['Hand Management', 'Player Elimination', 'Score-and-Reset Game', 'Set Collection', 'Variable Set-up']",2014,2,4,30,5,30,9,14534,6.88826,6.70875,1.30745,2440,439,1.6948,218,4,93
177590,"13 Days: The Cuban Missile Crisis, 1962",771,False,False,"['Bluffing', 'Political', 'Wargame']","['Action/Event', 'Advantage Token', 'Area Majority / Influence', 'Campaign / Battle Card Driven', 'End Game Bonuses', 'Hand Management', 'Take That', 'Tug of War']",2016,2,2,45,45,45,10,4229,7.25478,6.70844,1.19283,1085,131,2.3359,48,2,48
163602,XCOM: The Board Game,772,False,False,"['Real-time', 'Science Fiction', 'Video Game Theme']","['Cooperative Game', 'Dice Rolling', 'Hand Management', 'Push Your Luck', 'Variable Player Powers']",2015,1,4,120,60,120,14,8545,7.01705,6.70766,1.49625,1461,310,2.9065,184,4,148
194879,Not Alone,773,False,False,"['Bluffing', 'Card Game', 'Deduction', 'Science Fiction']","['Deck, Bag, and Pool Building', 'Hand Management', 'Race', 'Simultaneous Action Selection', 'Team-Based Game']",2016,2,7,45,30,45,10,9622,6.99387,6.70744,1.28978,1498,187,1.9786,142,5,68
12962,Reef Encounter,774,False,False,"['Animals', 'Environmental', 'Territory Building']","['Area Majority / Influence', 'Commodity Speculation', 'Hand Management', 'Open Drafting', 'Tile Placement']",2004,2,4,120,60,120,10,5070,7.14305,6.70713,1.41082,1942,631,3.6767,129,3,78
28181,Combat Commander: Pacific,775,False,False,"['Wargame', 'World War II']","['Campaign / Battle Card Driven', 'Hexagon Grid', 'Simulation', 'Variable Phase Order']",2008,2,2,180,180,180,12,1619,8.11521,6.7064,1.64793,545,165,3.2303,29,2,24
217780,Gentes,776,False,False,"['Ancient', 'Civilization']","['Action Drafting', 'Action Points', 'Open Drafting', 'Set Collection', 'Turn Order: Claim Action']",2017,1,4,90,90,90,12,3070,7.42828,6.70622,1.1478,636,121,3.157,67,4,29
286751,Zombicide: 2nd Edition,777,False,False,"['Fighting', 'Horror', 'Miniatures', 'Zombies']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Modular Board', 'Multiple Maps', 'Scenario / Mission / Campaign Game', 'Variable Player Powers']",2021,1,6,60,60,60,14,2048,8.08289,6.70576,1.40985,416,84,2.4643,54,3,39
273330,Bloodborne: The Board Game,778,False,False,"['Adventure', 'Fantasy', 'Horror', 'Miniatures', 'Video Game Theme']","['Campaign / Battle Card Driven', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Hand Management', 'Modular Board', 'Storytelling', 'Variable Player Powers']",2021,1,4,75,45,75,14,2482,7.90662,6.70436,1.66784,649,94,3.0,77,2,53
218121,Dice Hospital,779,False,False,"['Dice', 'Medical']","['Action Drafting', 'Action Points', 'Dice Rolling', 'Hexagon Grid', 'Modular Board', 'Solo / Solitaire Game', 'Variable Phase Order', 'Worker Placement']",2018,1,4,90,45,90,10,5192,7.15915,6.70332,1.2288,921,123,2.3089,76,3,33
24800,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,780,False,False,"['Wargame', 'World War II']","['Action Points', 'Dice Rolling', 'Hexagon Grid', 'Modular Board', 'Simulation']",2008,1,4,120,120,120,10,3029,7.49683,6.70263,1.51125,1019,468,2.9957,83,2,65
528,ZÈRTZ,781,False,False,['Abstract Strategy'],"['Grid Movement', 'Map Reduction', 'Set Collection']",1999,2,2,60,30,60,9,4134,7.27088,6.70235,1.37057,1323,334,2.7455,31,2,28
18098,Napoleon's Triumph,782,False,False,"['Napoleonic', 'Wargame']","['Area Movement', 'Secret Unit Deployment', 'Simulation']",2007,2,8,180,180,180,12,1773,7.99397,6.7019,1.73499,790,266,3.6504,71,2,62
145659,Scoville,783,False,False,['Farming'],"['Auction/Bidding', 'Grid Movement', 'Once-Per-Game Abilities', 'Set Collection', 'Turn Order: Auction']",2014,2,6,90,60,90,13,5160,7.14112,6.70181,1.23433,1029,173,2.7861,97,4,44
12891,Friedrich,784,False,False,"['Age of Reason', 'Wargame']","['Card Play Conflict Resolution', 'Events', 'Hand Management', 'Point to Point Movement', 'Secret Unit Deployment', 'Simulation']",2004,3,4,210,210,210,12,2693,7.57473,6.70066,1.53373,1067,368,3.1467,105,4,73
234671,Pandemic: Rising Tide,785,False,False,['Environmental'],"['Action Points', 'Area Movement', 'Cooperative Game', 'Hand Management', 'Set Collection', 'Solo / Solitaire Game', 'Trading', 'Variable Player Powers']",2017,2,5,45,45,45,8,2554,7.58632,6.69947,1.232,520,61,2.5246,38,3,17
103886,Star Wars: The Card Game,786,False,False,"['Card Game', 'Collectible Components', 'Movies / TV / Radio theme', 'Science Fiction']","['Card Play Conflict Resolution', 'Force Commitment', 'Hand Management', 'Variable Player Powers']",2012,2,2,60,30,60,10,5601,7.18249,6.69912,1.56193,1234,277,2.9675,67,2,61
30645,Tammany Hall,787,False,False,"['Negotiation', 'Political', 'Territory Building']","['Area Majority / Influence', 'Auction/Bidding', 'Auction: Sealed Bid', 'Catch the Leader', 'Variable Player Powers']",2007,3,5,90,90,90,12,3886,7.28548,6.69843,1.39772,1075,225,2.7644,88,5,53
175117,Celestia,788,False,False,"['Adventure', 'Aviation / Flight', 'Card Game', 'Fantasy']","['Betting and Bluffing', 'Dice Rolling', 'Hidden Victory Points', 'Push Your Luck']",2015,2,6,30,30,30,8,9993,6.95638,6.69651,1.22324,1636,246,1.3211,124,5,84
244992,The Mind,789,False,False,"['Card Game', 'Number']","['Communication Limits', 'Cooperative Game']",2018,2,4,20,20,20,8,25669,6.82048,6.69595,1.5957,3625,540,1.0704,326,4,221
325635,Unmatched: Little Red Riding Hood vs. Beowulf,790,False,False,"['Card Game', 'Fantasy', 'Fighting', 'Miniatures', 'Mythology', 'Novel-based']","['Action Points', 'Area Movement', 'Card Play Conflict Resolution', 'Hand Management', 'Line of Sight', 'Point to Point Movement', 'Variable Player Powers']",2020,2,2,20,20,20,9,1490,8.3223,6.69425,1.10002,191,16,1.9375,7,2,7
166384,Spyfall,791,False,False,"['Bluffing', 'Deduction', 'Humor', 'Party Game', 'Spies/Secret Agents']","['Acting', 'Communication Limits', 'Memory', 'Role Playing', 'Roles with Asymmetric Information', 'Targeted Clues', 'Traitor Game', 'Voting']",2014,3,8,15,15,15,13,19984,6.8226,6.69404,1.41932,3242,480,1.2354,207,6,134
137269,Spyrium,792,False,False,"['City Building', 'Economic', 'Industry / Manufacturing', 'Science Fiction']","['Auction: Dutch Priority', 'Events', 'Income', 'Worker Placement']",2013,2,5,75,75,75,12,6098,7.05417,6.69382,1.15119,1325,336,2.8958,135,4,71
148575,Marvel Dice Masters: Avengers vs. X-Men,793,False,False,"['Collectible Components', 'Comic Book / Strip', 'Dice', 'Fighting']","['Deck, Bag, and Pool Building', 'Dice Rolling', 'Variable Player Powers']",2014,2,2,60,60,60,14,5637,7.12618,6.69352,1.51392,1116,248,2.2984,48,2,43
15512,Incan Gold,794,False,False,"['Adventure', 'Bluffing', 'Exploration']","['Move Through Deck', 'Push Your Luck', 'Score-and-Reset Game', 'Simultaneous Action Selection']",2005,3,8,30,30,30,8,19177,6.82443,6.69313,1.20858,5651,848,1.112,208,6,131
176165,Dale of Merchants,795,False,False,"['Animals', 'Card Game', 'Fantasy']","['Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Open Drafting', 'Race', 'Set Collection', 'Take That']",2015,2,4,30,30,30,10,4828,7.18654,6.69269,1.24004,947,144,2.0833,86,2,53
179172,Unfair,796,False,False,"['Card Game', 'City Building', 'Economic', 'Print & Play']","['Hand Management', 'Income', 'Loans', 'Open Drafting', 'Set Collection', 'Take That', 'Turn Order: Progressive']",2017,2,5,125,50,125,14,4290,7.32805,6.69095,1.57911,1013,102,2.7059,77,4,38
12902,Carcassonne: The City,797,False,False,"['City Building', 'Medieval']","['Area Majority / Influence', 'Tile Placement']",2004,2,4,45,30,45,8,4352,7.20751,6.69049,1.2605,1317,452,2.2633,51,3,33
94,Union Pacific,798,False,False,"['Economic', 'Trains']","['Network and Route Building', 'Open Drafting', 'Stock Holding']",1999,2,6,90,90,90,12,4259,7.20669,6.68946,1.32033,1277,466,2.5472,84,4,54
35570,Tinners' Trail,799,False,False,"['Economic', 'Industry / Manufacturing']","['Action Points', 'Auction/Bidding', 'Dice Rolling', 'Time Track']",2008,3,4,90,60,90,13,3965,7.24033,6.68915,1.1964,1076,380,2.8289,98,4,67
16747,Tumblin-Dice,800,False,False,"['Action / Dexterity', 'Dice', 'Party Game']","['Dice Rolling', 'Flicking']",2004,2,4,45,45,45,13,4265,7.20682,6.68883,1.38022,1110,229,1.0437,61,4,47
113997,Tajemnicze Domostwo,801,False,False,"['Deduction', 'Murder/Mystery']","['Communication Limits', 'Cooperative Game', 'Hand Management']",2013,2,7,60,30,60,8,5150,7.13734,6.68804,1.45277,926,206,1.8495,74,5,36
218479,Cerebria: The Inside World,802,False,False,['Fantasy'],"['Action Points', 'Area Majority / Influence', 'Cooperative Game', 'Deck Construction', 'Hand Management', 'Point to Point Movement', 'Team-Based Game', 'Variable Player Powers']",2018,1,4,120,60,120,14,2239,7.78349,6.68784,1.61174,587,222,4.3468,97,2,51
240980,Blood on the Clocktower,803,False,False,"['Horror', 'Murder/Mystery', 'Party Game']","['Betting and Bluffing', 'Deduction', 'Hidden Roles', 'Negotiation', 'Player Elimination', ""Prisoner's Dilemma"", 'Rock-Paper-Scissors', 'Roles with Asymmetric Information', 'Team-Based Game', 'Variable Player Powers', 'Voting']",2022,5,20,120,30,120,15,1884,8.2097,6.68755,2.16051,581,90,2.9889,65,11,50
139898,Brew Crafters,804,False,False,"['Economic', 'Industry / Manufacturing']","['End Game Bonuses', 'Variable Set-up', 'Worker Placement']",2013,2,5,90,90,90,12,3013,7.42699,6.68753,1.28826,765,148,3.5743,43,3,24
119788,Hyperborea,805,False,False,"['Civilization', 'Exploration', 'Fantasy', 'Fighting']","['Action Drafting', 'Area Majority / Influence', 'Deck, Bag, and Pool Building', 'Grid Movement', 'Hexagon Grid', 'Modular Board', 'Movement Points', 'Variable Player Powers']",2014,2,6,150,50,150,14,4711,7.1894,6.68695,1.38011,989,255,3.1725,117,4,63
1465,Wizard,806,False,False,"['Card Game', 'Fantasy']","['Betting and Bluffing', 'Hand Management', 'Predictive Bid', 'Trick-taking']",1984,3,6,45,45,45,10,9970,6.94781,6.68608,1.40436,2074,550,1.72,142,4,94
318009,Dinosaur Island: Rawr 'n Write,807,False,False,"['Animals', 'Science Fiction']","['Dice Rolling', 'Grid Coverage', 'Paper-and-Pencil']",2021,1,4,45,30,45,10,1996,7.84611,6.6835,1.17018,468,56,2.8571,43,2,22
195137,Catacombs (Third Edition),808,False,False,"['Action / Dexterity', 'Adventure', 'Fantasy', 'Fighting']","['Flicking', 'Player Elimination', 'Role Playing', 'Team-Based Game', 'Variable Player Powers']",2015,2,5,90,60,90,14,2685,7.52444,6.68271,1.32879,653,48,2.2708,39,5,24
8125,Santiago,809,False,False,"['Farming', 'Negotiation']","['Area Majority / Influence', 'Auction/Bidding', 'Bribery', 'Commodity Speculation', 'Tile Placement']",2003,3,5,75,75,75,10,5058,7.11567,6.68218,1.23327,1611,493,2.4888,150,5,125
122298,Morels,810,False,False,"['Card Game', 'Educational']","['Hand Management', 'Open Drafting', 'Set Collection']",2012,2,2,30,30,30,10,8248,6.98628,6.68193,1.23011,1928,353,1.7337,81,2,77
155362,Ca$h 'n Guns: Second Edition,811,False,False,"['Bluffing', 'Fighting', 'Humor', 'Mafia', 'Negotiation', 'Party Game']","['Open Drafting', 'Player Elimination', 'Simultaneous Action Selection', 'Take That', 'Variable Player Powers']",2014,4,8,30,30,30,10,14208,6.86008,6.6811,1.26692,2338,344,1.2529,144,7,93
227460,Hannibal & Hamilcar,812,False,False,"['Ancient', 'Political', 'Wargame']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Card Play Conflict Resolution', 'Dice Rolling', 'Events', 'Point to Point Movement', 'Simulation']",2018,2,2,200,40,200,12,1467,8.31742,6.67939,1.40333,452,85,3.9294,23,2,20
129948,The Palaces of Carrara,813,False,False,"['City Building', 'Economic', 'Renaissance']","['Set Collection', 'Tile Placement']",2012,2,4,60,60,60,10,4495,7.15531,6.67885,1.18021,1038,240,2.6125,82,4,43
91514,Rhino Hero,814,False,False,"['Action / Dexterity', 'Animals', ""Children's Game"", 'Party Game']","['Hand Management', 'Lose a Turn', 'Score-and-Reset Game', 'Stacking and Balancing']",2011,2,5,15,5,15,5,9920,6.92891,6.67874,1.19485,1891,204,1.0245,70,3,48
